sampleTimeStamp,groundSteering,output
1584543651228199,-0,-0.160206
1584543651328216,0.164943,-0.221075
1584543651428385,0.182938,-0.221075
1584543651528960,0.0599851,0.221075
1584543651630325,-0,0.221075
1584543651728291,-0,-0.0987064
1584543651828049,-0,-0.221075
1584543651928036,-0,-0.20771
1584543652028247,-0,-0.0201463
1584543652130021,-0,-0.0623652
1584543652227999,-0,-0.00481547
1584543652328265,-0,-0.0786498
1584543652431302,-0.164934,-0.173264
1584543652528613,-0,0.00661734
1584543652630184,-0,-0.0957979
1584543652727921,-0,0.221075
1584543652827846,-0,-0.154858
1584543652928206,-0,-0.145115
1584543653027983,-0,-0.196591
1584543653129961,-0,-0.221075
1584543653228004,-0,-0.085023
1584543653327723,-0,-0.141316
1584543653427690,-0,0.0735469
1584543653528578,0.131955,-0.0264321
1584543653629835,0.176946,-0.221075
1584543653727679,0.170945,-0.221075
1584543653828166,0.119961,-0.221075
1584543653927746,0.0899731,-0.221075
1584543654027732,0.0569845,-0.0102398
1584543654130218,-0,0.154136
1584543654227593,-0.131946,-0.218014
1584543654328003,-0.014994,-0.221075
1584543654427863,0.290888,-0.221075
1584543654528111,0.290888,-0.221075
1584543654629688,0.257917,-0.221075
1584543654727701,0.242914,-0.221075
1584543654827718,0.260909,-0.221075
1584543654927602,0.245915,-0.221075
1584543655027792,0.188939,-0.221075
1584543655129505,0.0929737,-0.221075
1584543655227345,-0,-0.221075
1584543655327616,-0,0.221075
1584543655427380,-0.0419816,0.221075
1584543655528017,-0,0.0215912
1584543655629551,-0,0.221075
1584543655727472,0.0269964,0.221075
1584543655827711,0.0599851,0.221075
1584543655927530,0.125962,0.221075
1584543656027197,0.170945,0.221075
1584543656128944,0.0899731,0.221075
1584543656227597,0.00300058,0.221075
1584543656327723,-0,0.221075
1584543656427198,-0.0239869,0.221075
1584543656528078,-0.131946,0.221075
1584543656629059,-0,0.221075
1584543656729692,-0,0.221075
1584543656827687,-0,0.221075
1584543656927240,-0,0.221075
1584543657027171,-0,0.221075
1584543657129204,-0,0.221075
1584543657227490,-0,0.221075
1584543657327840,-0,0.221075
1584543657427578,-0,0.221075
1584543657531236,-0,0.221075
1584543657631585,-0,0.221075
1584543657727550,-0,0.221075
1584543657826926,0.0959743,0.221075
1584543657927409,0.0959743,0.221075
1584543658027911,0.0929737,0.221075
1584543658129592,0.0929737,-0.221075
1584543658226827,0.0929737,0.221075
1584543658327039,0.0929737,-0.221075
1584543658429808,0.197932,-0.221075
1584543658527687,0.197932,-0.221075
1584543658628986,0.176946,-0.221075
1584543658726816,0.137956,0.221075
1584543658826753,0.131955,-0.221075
1584543658926863,0.131955,-0.221075
1584543659026656,0.00900175,-0.221075
1584543659128737,-0,-0.221075
1584543659226814,-0,0.221075
1584543659326631,-0,-0.221075
1584543659426566,-0,-0.221075
1584543659527441,0.254917,0.221075
1584543659628669,0.185939,0.221075
1584543659726569,0.0929737,0.221075
1584543659826739,0.290888,0.221075
1584543659929311,0.290888,-0.221075
1584543660026439,-0,0.221075
1584543660129113,-0,-0.0949007
1584543660226620,-0,0.221075
1584543660326945,-0,-0.221075
1584543660426800,0.098966,0.221075
1584543660527002,0.290888,-0.221075
1584543660628752,0.221928,-0.221075
1584543660726576,-0,-0.221075
1584543660826645,-0,-0.0643896
1584543660926339,-0,0.0643059
1584543661026644,-0.0509744,0.221075
1584543661128516,-0.254908,0.221075
1584543661226293,-0,0.221075
1584543661326393,-0,0.221075
1584543661429859,-0.014994,0.221075
1584543661527272,-0.0449821,0.221075
1584543661628697,-0.131946,0.221075
1584543661726165,-0.140948,0.221075
1584543661826085,-0.0929649,0.221075
1584543661926285,-0.0359804,0.221075
1584543662026063,-0.0359804,0.221075
1584543662128228,-0.0179858,0.221075
1584543662229607,-0.014994,0.221075
1584543662326096,-0.0809625,0.221075
1584543662426372,-0.0839631,-0.036898
1584543662527237,-0.0809625,0.221075
1584543662628407,-0.0809625,-0.0364624
1584543662725909,-0.0209863,-0.00214586
1584543662826171,-0,0.221075
1584543662926078,-0,0.221075
1584543663029378,-0,-0.221075
1584543663128401,-0,0.221075
1584543663226258,-0,0.221075
1584543663325824,-0,-0.221075
1584543663426173,0.140956,-0.221075
1584543663526451,0.203933,-0.221075
1584543663627978,0.200933,-0.221075
1584543663726144,0.161943,-0.221075
1584543663828791,0.0659773,0.221075
1584543663925932,-0,-0.194464
1584543664025867,-0,0.221075
1584543664128048,-0,0.221075
1584543664225654,-0,0.221075
1584543664325796,-0,-0.221075
1584543664425592,0.098966,0.221075
1584543664526296,0.143957,0.221075
1584543664627954,0.143957,-0.221075
1584543664725532,0.0689779,-0.221075
1584543664825739,0.029997,-0.221075
1584543664925982,0.0120023,-0.080764
1584543665025834,0.0569845,-0.145997
1584543665127557,0.125962,0.150076
1584543665225690,0.137956,-0.221075
1584543665328022,0.137956,-0.221075
1584543665426151,0.0779797,-0.221075
1584543665526228,-0,0.0399437
1584543665627524,-0,-0.0416659
1584543665725337,0.0419904,-0.0654478
1584543665825475,0.0869726,0.000721925
1584543665925318,0.0599851,-0.117714
1584543666025281,0.101967,-0.221075
1584543666130999,0.131955,0.221075
1584543666228004,0.125962,-0.0204751
1584543666325424,0.0479916,0.221075
1584543666425547,0.0179946,-0.0388143
1584543666525828,0.134955,-0.0705841
1584543666627212,0.0719785,0.221075
1584543666725336,-0,0.0776799
1584543666825114,-0,0.160758
1584543666925074,0.131955,-0.141809
1584543667027667,0.161943,0.221075
1584543667130868,0.167944,-0.221075
1584543667225209,0.173945,-0.221075
1584543667325253,0.170945,0.0223351
1584543667424947,0.158951,-0.0100772
1584543667525582,0.00900175,0.221075
1584543667627171,-0.0419816,0.221075
1584543667725226,-0.158942,-0.00972407
1584543667824951,-0,0.221075
1584543667927873,-0,0.221075
1584543668025034,-0,0.221075
1584543668126849,-0,0.221075
1584543668225078,-0,0.115072
1584543668325727,-0,-0.0272338
1584543668424762,0.0809714,0.221075
1584543668525549,0.0749791,0.0204611
1584543668626819,-0,0.221075
1584543668727279,-0,0.0850564
1584543668825347,-0,0.221075
1584543668925309,-0,0.221075
1584543669024924,-0,0.221075
1584543669127936,-0,0.127873
1584543669224932,-0,0.181028
1584543669324616,-0,-0.0297709
1584543669424987,-0,0.0440257
1584543669525527,-0,0.0230189
1584543669626754,-0,0.0840136
1584543669724778,-0,0.127886
1584543669825202,-0,0.221075
1584543669924665,0.0150029,-0.0166479
1584543670024905,0.101967,0.221075
1584543670126400,-0,0.124184
1584543670224443,-0,0.219217
1584543670324986,-0,0.175911
1584543670424476,-0,0.221075
1584543670525200,-0,0.221075
1584543670626495,-0,0.221075
1584543670724565,-0,-0.105785
1584543670824591,-0,-0.184472
1584543670924794,-0,-0.221075
1584543671027226,-0,-0.0993385
1584543671126085,-0,-0.0286892
1584543671224481,-0,-0.158188
1584543671324261,-0,-0.043394
1584543671424357,0.0719785,-0.221075
1584543671525149,0.0749791,0.0671581
1584543671626020,0.0749791,-0.221075
1584543671724666,0.0719785,-0.221075
1584543671827500,0.122962,-0.221075
1584543671924568,0.134955,-0.221075
1584543672024326,0.134955,-0.221075
1584543672126588,0.134955,-0.221075
1584543672224124,0.134955,-0.221075
1584543672324199,0.188939,-0.221075
1584543672424445,0.221928,-0.221075
1584543672524704,0.0959743,-0.221075
1584543672630357,-0,-0.221075
1584543672724427,-0,-0.221075
1584543672824403,0.134955,-0.221075
1584543672924082,0.188939,-0.221075
1584543673024105,0.188939,-0.221075
1584543673126303,-0,-0.221075
1584543673224232,-0,0.0725564
1584543673324028,-0,0.0475049
1584543673426527,-0,-0.124326
1584543673524523,-0,0.221075
1584543673626153,0.0719785,0.221075
1584543673723792,0.215927,-0.221075
1584543673823761,0.0869726,0.221075
1584543673923937,-0,0.221075
1584543674023723,-0,-0.0682976
1584543674125866,-0,-0.112492
1584543674223874,-0,-0.190343
1584543674323643,-0,-0.193473
1584543674423625,-0,-0.113359
1584543674524478,-0,-0.0698089
1584543674625707,-0,-0.0964171
1584543674723566,-0,-0.0737738
1584543674823726,0.0120023,-0.154371
1584543674923521,0.107968,-0.17227
1584543675023507,-0,-0.221075
1584543675125779,-0,-0.221075
1584543675223512,-0,-0.221075
1584543675323516,-0,-0.108674
1584543675423630,-0,-0.0585778
1584543675524068,0.00300058,-0.0141791
1584543675625511,0.179937,-0.191287
1584543675723563,-0,-0.133881
1584543675823341,-0,0.114098
1584543675923385,-0,-0.134985
1584543676023663,-0,0.221075
1584543676125344,-0,-0.0778685
1584543676223861,-0,0.00277953
1584543676323986,-0.0239869,0.221075
1584543676423247,-0.236913,0.221075
1584543676523941,-0,-0.0694971
1584543676625551,-0,0.221075
1584543676723613,-0,0.221075
1584543676823148,-0.2639,-0.112878
1584543676923324,-0,-0.125361
1584543677023154,-0,-0.11937
1584543677125382,-0,-0.221075
1584543677223319,-0,-0.165946
1584543677323322,-0,-0.221075
1584543677423107,0.176946,-0.221075
1584543677523953,0.137956,-0.221075
1584543677625230,0.0809714,-0.221075
1584543677722988,0.281904,-0.221075
1584543677823170,-0,-0.221075
1584543677923033,-0,-0.221075
1584543678023286,-0,-0.221075
1584543678125477,-0,-0.221075
1584543678223162,-0,-0.221075
1584543678323151,0.029997,-0.221075
1584543678425637,0.188939,-0.221075
1584543678526856,0.188939,-0.221075
1584543678625629,0.188939,-0.221075
1584543678723728,0.188939,-0.221075
1584543678822949,0.15595,-0.221075
1584543678923060,0.083972,-0.221075
1584543679023008,0.0779797,-0.221075
1584543679124723,0.0779797,-0.221075
1584543679222943,0.0779797,-0.221075
1584543679322889,0.0779797,0.167024
1584543679422964,0.11396,-0.221075
1584543679524334,0.116961,-0.221075
1584543679624758,0.11396,-0.221075
1584543679722710,0.0869726,-0.221075
1584543679823280,0.0869726,0.0598819
1584543679923073,0.0749791,0.221075
1584543680022590,0.0749791,0.221075
1584543680124776,0.0659773,0.0261135
1584543680223562,0.0209952,0.221075
1584543680322490,-0,0.221075
1584543680422494,-0,0.221075
1584543680523273,-0,0.221075
1584543680624161,-0,0.221075
1584543680722611,-0,0.221075
1584543680822577,-0,0.010864
1584543680922458,0.0269964,0.221075
1584543681022503,0.0269964,0.221075
1584543681124290,-0,0.221075
1584543681222303,0.0209952,0.221075
1584543681322266,0.00600117,0.221075
1584543681422473,-0,0.221075
1584543681522871,-0,0.221075
1584543681624521,-0,0.221075
1584543681722418,-0,0.221075
1584543681822107,-0,0.221075
1584543681922097,-0,0.221075
1584543682022300,-0,0.221075
1584543682124180,-0,0.221075
1584543682222047,-0,0.221075
1584543682322493,-0,-0.221075
1584543682422260,-0,0.221075
1584543682522645,-0,0.221075
1584543682624057,-0,0.221075
1584543682721972,-0,0.221075
1584543682821920,-0,0.221075
1584543682922130,-0,0.221075
