sampleTimeStamp,groundSteering,output
1584543683021885,-0,0.221075
1584543683123819,-0,0.221075
1584543683222050,-0,0.221075
1584543683321852,-0,0.221075
1584543683421835,-0,0.221075
1584543683522625,-0,0.221075
1584543683627326,-0,0.221075
1584543683724556,-0,0.221075
1584543683821925,-0,0.221075
1584543683921757,-0,0.221075
