1584542918470637,-0,-nan
1584542918570532,-0,-nan
1584542918671191,0.203933,-nan
1584542918772430,0.0929737,-nan
1584542918870298,0.0899731,-nan
1584542918970452,0.0689779,-nan
1584542919073114,0.0239958,-nan
1584542919170463,-0,-nan
1584542919272805,-0,-nan
1584542919370145,-0,-nan
1584542919470100,-0,-nan
1584542919570261,-0.0419816,-nan
1584542919670736,-0.0239869,-nan
1584542919772076,-0,-nan
1584542919870191,-0,-nan
1584542919970095,-0,-nan
1584542920070164,-0,-nan
1584542920170335,-0,-nan
1584542920272276,-0,-nan
1584542920369906,-0,-nan
1584542920470097,0.125962,-nan
1584542920569919,-0,-nan
1584542920671123,-0,-nan
1584542920772256,-0,-nan
1584542920869890,-0,-nan
1584542920969813,-0,-nan
1584542921069978,-0,-nan
1584542921169774,-0,-nan
1584542921272034,-0.18593,-nan
1584542921369932,-0,-nan
1584542921469732,-0,-nan
1584542921569902,-0,-nan
1584542921670671,-0,-nan
1584542921771873,-0,-nan
1584542921869708,-0,-nan
1584542922069640,-0,-nan
1584542922169657,0.125962,-nan
1584542922272057,0.122962,-nan
1584542922369901,0.0749791,-nan
1584542922469611,0.0329887,-nan
1584542922570310,0.0120023,-nan
1584542922673526,-0,-nan
1584542922772536,-0,-nan
1584542922870085,-0,-nan
1584542922970465,-0,-nan
1584542923069747,0.0239958,-nan
1584542923170115,0.0239958,-nan
1584542923271908,0.0239958,-nan
1584542923369354,0.0239958,-nan
1584542923473537,0.0929737,-nan
1584542923570308,0.0899731,-nan
1584542923669952,0.0689779,-nan
1584542923771600,0.0689779,-nan
1584542923869239,0.098966,-nan
1584542923969427,0.098966,-nan
1584542924069367,0.182938,-nan
1584542924169237,0.212926,-nan
1584542924271417,0.290888,-nan
1584542924369480,0.290888,-nan
1584542924469245,0.290888,-nan
1584542924569196,0.290888,-nan
1584542924670209,0.290888,-nan
1584542924771130,0.242914,-nan
1584542924869078,-0,-nan
1584542924969589,-0,-nan
1584542925069036,-0,-nan
1584542925169519,-0,-nan
1584542925271227,-0.053975,-nan
1584542925369196,0.188939,-nan
1584542925468938,0.188939,-nan
1584542925569118,-0,-nan
1584542925669569,-0,-nan
1584542925869316,0.0120023,-nan
1584542925968943,-0,-nan
1584542926068990,-0,-nan
1584542926169059,-0,-nan
1584542926270718,-0,-nan
1584542926368838,-0,-nan
1584542926469005,-0,-nan
1584542926571959,-0,-nan
1584542926670037,-0,-nan
1584542926771407,0.0629856,-nan
1584542926868645,-0,-nan
1584542926968618,-0,-nan
1584542927068824,-0,-nan
1584542927168582,-0,-nan
1584542927270557,-0,-nan
1584542927368744,-0,-nan
1584542927468511,-0,-nan
1584542927568478,-0.290888,-nan
1584542927669321,-0.290888,-nan
1584542927770482,-0,-nan
1584542927868508,-0,-nan
1584542927968628,-0,-nan
1584542928068383,0.0479916,-nan
1584542928168365,0.221928,-nan
1584542928270649,0.125962,-nan
1584542928368589,0.00600117,-nan
1584542928468353,0.233921,-nan
1584542928568496,0.206934,-nan
1584542928668987,0.164943,-nan
1584542928770387,0.164943,-nan
1584542928868447,0.164943,-nan
1584542928968524,0.140956,-nan
1584542929068242,0.0749791,-nan
1584542929168373,0.0150029,-nan
1584542929270720,-0,-nan
1584542929368241,-0,-nan
1584542929468408,-0,-nan
1584542929568176,-0,-nan
1584542929668918,-0,-nan
1584542929770711,0.0899731,-nan
1584542929868279,0.185939,-nan
1584542929968143,0.206934,-nan
1584542930068226,0.173945,-nan
1584542930168193,0.0539839,-nan
1584542930270247,-0,-nan
1584542930368209,-0,-nan
1584542930468026,-0,-nan
1584542930568108,-0,-nan
1584542930668783,-0.239914,-nan
1584542930770086,-0,-nan
1584542931167829,-0.152941,-nan
1584542931367890,-0.152941,-nan
1584542931467762,-0,-nan
1584542931568052,-0,-nan
1584542931668399,-0.290888,-nan
1584542931769814,-0.290888,-nan
1584542931868154,-0.290888,-nan
1584542931967822,-0,-nan
1584542932067654,-0,-nan
1584542932167939,-0.014994,-nan
1584542932269889,-0.290888,-nan
1584542932367682,-0,-nan
1584542932467890,-0,-nan
1584542932567630,-0.104958,-nan
1584542932668291,-0.0989571,-nan
1584542932769855,-0,-nan
1584542932867646,-0,-nan
1584542932967485,-0,-nan
1584542933067674,-0.0599762,-nan
1584542933167631,-0,-nan
1584542933269606,-0,-nan
1584542933367577,-0,-nan
1584542933467397,0.0120023,-nan
1584542933567486,0.290888,-nan
1584542933668186,0.290888,-nan
1584542933769426,-0,-nan
1584542933867690,-0,-nan
1584542933968358,0.290888,-nan
1584542934067248,0.290888,-nan
1584542934167357,0.257917,-nan
1584542934269825,-0,-nan
1584542934368068,0.272911,-nan
1584542934467313,0.290888,-nan
1584542934567479,0.290888,-nan
1584542934668053,-0,-nan
1584542934769194,-0,-nan
1584542934867295,0.188939,-nan
1584542934967105,0.290888,-nan
1584542935067119,-0,-nan
1584542935167288,-0,-nan
1584542935269033,0.0150029,-nan
1584542935367174,0.125962,-nan
1584542935467399,0.137956,-nan
1584542935567148,0.137956,-nan
1584542935667609,0.134955,-nan
1584542935769142,0.143957,-nan
1584542935866931,0.0659773,-nan
1584542935967125,-0,-nan
1584542936067183,-0,-nan
1584542936166853,-0,-nan
1584542936269004,0.0749791,-nan
1584542936367017,0.122962,-nan
1584542936466799,-0,-nan
1584542936569407,-0,-nan
1584542936667626,-0,-nan
1584542936768923,-0,-nan
1584542936867107,-0,-nan
1584542936967028,-0,-nan
1584542937066820,-0,-nan
1584542937166699,-0,-nan
1584542937269144,-0,-nan
1584542937369860,-0,-nan
1584542937469392,-0,-nan
1584542937566871,-0,-nan
1584542937667397,-0,-nan
1584542937768623,-0,-nan
1584542937867095,-0,-nan
1584542937966909,-0,-nan
1584542938066752,-0,-nan
1584542938166651,-0,-nan
1584542938272357,-0,-nan
1584542938369411,-0,-nan
1584542938469019,-0,-nan
1584542938569185,-0,-nan
1584542938667128,-0,-nan
1584542938768775,-0,-nan
1584542938866604,-0,-nan
1584542938966611,-0,-nan
1584542939066814,-0,-nan
1584542939166421,-0,-nan
