1584542901976078,-0,0.3
1584542902674047,-0,0.3
1584542902775615,-0,0.3
1584542902875941,-0,0.3
1584542902973341,-0,0.3
1584542903073559,-0,0.3
1584542903173470,-0,0.3
1584542903275335,-0,0.3
1584542903373892,-0,0.3
1584542903473243,-0,0.3
1584542903573217,-0,0.3
1584542903676744,-0,0.3
1584542903775273,-0,0.3
1584542903873423,-0,0.3
1584542903973577,-0,0.3
1584542904073153,-0,0.3
1584542904173174,-0,0.3
1584542904275508,-0,0.3
1584542904373184,-0,0.3
1584542904475625,-0,0.3
1584542904573379,-0,0.3
1584542904673871,0.0719785,0.3
1584542904775115,0.0719785,0.3
1584542904873158,0.0719785,0.3
1584542904978991,0.0719785,0.3
1584542905073144,0.0719785,0.3
1584542905173099,0.0719785,0.3
1584542905279460,0.0719785,0.3
1584542905376973,0.0749791,0.3
1584542905473325,0.149949,0.3
1584542905572814,0.149949,0.3
1584542905673642,0.131955,0.3
1584542905775478,0.0929737,0.3
1584542905872995,0.0659773,0.3
1584542905972813,0.0599851,0.3
1584542906072914,0.0569845,0.3
1584542906175966,0.0569845,0.3
1584542906275501,0.0749791,0.3
1584542906373155,0.0749791,0.3
1584542906472786,0.0779797,0.3
1584542906572935,0.0779797,0.3
1584542906673772,0.0779797,0.3
1584542906774913,0.0779797,0.3
1584542906872686,0.101967,0.3
1584542906972834,0.11396,0.3
1584542907072776,0.110968,0.3
1584542907172555,0.11396,0.3
1584542907274935,0.110968,0.3
1584542907372737,0.110968,0.3
1584542907472599,0.110968,0.3
1584542907573295,0.110968,0.3
1584542907676450,0.110968,0.3
1584542907775069,-0,0.3
1584542907872893,-0,0.3
1584542907972860,-0,0.3
1584542908072412,-0,0.3
1584542908172598,-0.113951,-nan
1584542908275075,-0,-nan
1584542908372625,-0.0179858,-nan
1584542908472654,-0.0509744,-nan
1584542908572519,-0,-nan
1584542908673095,-0,-nan
1584542908873035,-0,-nan
1584542909275191,-0,-nan
1584542909672895,-0,-nan
1584542909774217,-0,-nan
1584542909871989,-0.0239869,-nan
1584542909972127,-0.14694,-nan
1584542910071965,-0,-nan
1584542910171937,-0,-nan
1584542910274253,-0,-nan
1584542910371900,-0,-nan
1584542910471906,0.146949,-nan
1584542910572090,-0,-nan
1584542910672539,-0,-nan
1584542910773997,-0,-nan
1584542910872002,0.161943,-nan
1584542910971908,0.0929737,-nan
1584542911072029,0.0929737,-nan
1584542911171945,0.0569845,-nan
1584542911277650,0.0269964,-nan
1584542911372417,0.0120023,-nan
1584542911471938,0.0599851,-nan
1584542911571664,0.0599851,-nan
1584542911672751,0.0899731,-nan
1584542911774742,0.0899731,-nan
1584542911871626,0.206934,-nan
1584542911971804,0.236922,-nan
1584542912074268,0.242914,-nan
1584542912171933,0.0179946,-nan
1584542912273797,0.0179946,-nan
1584542912371724,-0,-nan
1584542912471506,0.0120023,-nan
1584542912571466,0.0509833,-nan
1584542912672387,0.0509833,-nan
1584542912773661,0.00300058,-nan
1584542912871571,0.0239958,-nan
1584542912971582,0.0120023,-nan
1584542913071420,0.0120023,-nan
1584542913171331,-0,-nan
1584542913273678,-0,-nan
1584542913371675,-0,-nan
1584542913471300,0.251916,-nan
1584542913573831,0.251916,-nan
1584542913673214,0.290888,-nan
1584542913773930,0.290888,-nan
1584542913871575,0.185939,-nan
1584542913971284,-0,-nan
1584542914071197,-0,-nan
1584542914171330,-0,-nan
1584542914273974,-0,-nan
1584542914371134,-0,-nan
1584542914471366,-0,-nan
1584542914571075,0.290888,-nan
1584542914671676,0.290888,-nan
1584542914773329,-0,-nan
1584542914871099,-0,-nan
1584542914971061,-0,-nan
1584542915071472,-0,-nan
1584542915173995,-0,-nan
1584542915273165,-0,-nan
1584542915371381,-0,-nan
1584542915471166,-0,-nan
1584542915571068,-0,-nan
1584542915672057,-0,-nan
1584542915772789,-0,-nan
1584542915870931,-0,-nan
1584542915973716,-0,-nan
1584542916071023,-0,-nan
1584542916170757,-0,-nan
1584542916273052,-0,-nan
1584542916370899,-0,-nan
1584542916470706,-0,-nan
1584542916571108,0.206934,-nan
1584542916671419,-0,-nan
1584542916776562,-0,-nan
1584542916871380,0.260909,-nan
1584542916970804,-0.104958,-nan
1584542917070592,-0,-nan
1584542917171092,-0,-nan
1584542917272368,-0,-nan
1584542917370572,-0,-nan
1584542917470692,-0,-nan
1584542917671308,-0,-nan
1584542918170583,-0,-nan
