sampleTimeStamp;groundSteering
1584543621734482;0.134955
1584543621834044;0.134955
1584543621933970;0.122962
1584543622034210;0.125962
1584543622139386;0.125962
1584543622234467;0.125962
1584543622334111;0.125962
1584543622434218;0.125962
1584543622534688;0.125962
1584543622636439;0.122962
1584543622733887;0.125962
1584543622833946;0.125962
1584543622934052;0.125962
1584543623033781;0.125962
1584543623136069;0.125962
1584543623234327;0.128963
1584543623333718;0.125962
1584543623433694;0.128963
1584543623534546;0.119961
1584543623639240;-0
1584543623735309;-0
1584543623833909;-0
1584543623933812;-0
1584543624033535;-0
1584543624136384;-0
1584543624233578;-0
1584543624334155;0.0599851
1584543624433774;0.188939
1584543624534240;-0
1584543624636060;-0
1584543624734632;-0
1584543624833861;-0
1584543624933989;-0
1584543625033517;-0
1584543625135753;0.224928
1584543625233279;0.224928
1584543625333450;0.179937
1584543625433229;-0
1584543625533918;-0
1584543625635504;-0
1584543625733185;-0
1584543625833191;-0
1584543625933388;-0
1584543626033156;-0
1584543626135882;-0
1584543626233423;-0
1584543626333022;-0
1584543626433006;-0
1584543626533954;-0
1584543626638860;-0
1584543626733648;-0
1584543626833130;0.0359893
1584543626932927;0.0659773
1584543627032924;0.0239958
1584543627135193;0.0239958
1584543627233844;0.0239958
1584543627332954;0.0239958
1584543627436016;0.0239958
1584543627533632;0.0209952
1584543627635004;-0
1584543627732961;-0
1584543627833004;-0
1584543627932981;-0
1584543628033035;-0
1584543628134906;-0.00299171
1584543628232821;-0.0329798
1584543628332866;-0.116952
1584543628432725;-0.0869637
1584543628533303;-0
1584543628635046;-0
1584543628732643;-0
1584543628832895;-0
1584543628933378;-0
1584543629032711;-0
1584543629134592;-0
1584543629233006;-0
1584543629332796;-0
1584543629432744;-0
1584543629533445;-0
1584543629638755;-0
1584543629735559;-0
1584543629833271;0.0599851
1584543629932500;0.0150029
1584543630032571;-0
1584543630134849;0.00300058
1584543630232996;0.0899731
1584543630332372;0.0869726
1584543630432802;0.0899731
1584543630533538;0.161943
1584543630634568;0.188939
1584543630732505;-0
1584543630832548;-0
1584543630932548;0.0809714
1584543631032775;0.161943
1584543631134231;-0
1584543631234864;0.164943
1584543631332783;0.215927
1584543631432349;0.194931
1584543631532783;0.0719785
1584543631634049;0.209934
1584543631732086;0.209934
1584543631832034;0.0749791
1584543631932231;-0
1584543632034485;-0
1584543632136403;-0
1584543632232423;-0
1584543632332040;0.137956
1584543632431918;0.197932
1584543632532748;0.0719785
1584543632633643;0.0179946
1584543632731843;-0
1584543632832027;-0
1584543632931827;-0
1584543633031785;-0
1584543633133732;-0
1584543633231759;-0
1584543633331735;-0
1584543633431893;-0
1584543633532407;-0
1584543633633448;-0
1584543633731849;-0
1584543633831647;-0
1584543633931616;-0
1584543634031777;-0
1584543634133426;-0
1584543634231692;-0
1584543634334412;-0
1584543634432007;-0
1584543634532360;-0
1584543634633613;-0
1584543634731566;-0
1584543634831597;-0
1584543634931626;-0
1584543635031482;0.0329887
1584543635133272;0.0959743
1584543635231932;0.0929737
1584543635331395;0.0929737
1584543635431382;0.131955
1584543635532384;0.125962
1584543635633289;0.125962
1584543635731450;0.125962
1584543635831440;0.116961
1584543635932252;0.101967
1584543636031275;0.101967
1584543636134298;0.101967
1584543636231402;0.101967
1584543636331176;0.0959743
1584543636431526;0.0869726
1584543636531844;0.0869726
1584543636633566;0.0869726
1584543636731313;0.0779797
1584543636831568;-0
1584543636931161;-0
1584543637031312;-0
1584543637133200;0.00300058
1584543637233661;0.0899731
1584543637333965;0.0899731
1584543637431416;0.0899731
1584543637532318;0.0899731
1584543637633264;0.0629856
1584543637730858;0.0629856
1584543637831256;0.0629856
1584543637931246;0.0629856
1584543638030862;0.0150029
1584543638133296;-0
1584543638231139;-0.0269875
1584543638331245;-0.122953
1584543638430929;-0.122953
1584543638531984;-0.125954
1584543638633024;-0.128954
1584543638730739;-0.0839631
1584543638830767;-0.0809625
1584543638930556;-0.0179858
1584543639030588;-0.0209863
1584543639133190;-0.038981
1584543639230698;-0.0329798
1584543639330745;-0.0179858
1584543639430864;-0.0359804
1584543639534878;-0
1584543639638157;-0
1584543639730586;0.0239958
1584543639830384;0.0629856
1584543639930389;0.0599851
1584543640030532;0.0569845
1584543640132605;0.0509833
1584543640230302;0.029997
1584543640330592;0.0209952
1584543640433437;0.0329887
1584543640530912;0.0599851
1584543640632628;0.0599851
1584543640730371;0.0959743
1584543640830315;0.104967
1584543640930504;0.104967
1584543641030436;0.104967
1584543641132278;0.0929737
1584543641233681;0.0719785
1584543641330267;0.0599851
1584543641430089;0.0599851
1584543641530913;0.0599851
1584543641632149;0.0599851
1584543641730423;0.0599851
1584543641830373;0.0599851
1584543641930054;0.0599851
1584543642030003;0.0809714
1584543642132297;0.083972
1584543642229960;0.0809714
1584543642330074;0.0749791
1584543642430461;0.0749791
1584543642530581;0.0779797
1584543642631993;0.0779797
1584543642730116;0.0779797
1584543642829860;0.0779797
1584543642929813;0.0779797
1584543643029974;0.0779797
1584543643131918;0.0779797
1584543643229752;0.0779797
1584543643329983;0.0779797
1584543643432318;0.0749791
1584543643533544;0.0629856
1584543643632153;0.0629856
1584543643729724;0.0629856
1584543643829682;0.107968
1584543643929865;0.107968
1584543644029735;0.104967
1584543644131643;0.0959743
1584543644229741;0.0749791
1584543644329598;0.0749791
1584543644429702;0.0749791
1584543644530485;0.0599851
1584543644631507;-0.0239869
1584543644729454;-0.110959
1584543644829700;-0
1584543644929480;-0
1584543645029713;-0
1584543645131729;-0
1584543645229343;-0
1584543645329390;0.251916
1584543645429788;-0
1584543645530106;-0
1584543645631409;-0
1584543645729857;-0
1584543645829252;-0
1584543645929239;-0
1584543646029534;-0
1584543646131588;-0
1584543646229352;-0
1584543646329618;-0
1584543646429974;-0
1584543646529859;-0
1584543646631417;-0
1584543646729403;-0
1584543646829037;-0
1584543646929207;-0
1584543647029279;-0
1584543647132037;0.0569845
1584543647229239;0.0150029
1584543647328973;-0
1584543647428936;-0
1584543647529883;-0
1584543647630903;0.0569845
1584543647729198;0.0569845
1584543647832562;0.0569845
1584543647929190;0.0779797
1584543648029252;0.083972
1584543648130894;0.083972
1584543648228812;0.0809714
1584543648328775;0.0809714
1584543648429191;0.0809714
1584543648529394;0.0809714
1584543648634094;0.101967
1584543648730295;0.110968
1584543648828958;0.26691
1584543648928685;0.290888
1584543649029160;0.290888
1584543649131401;0.290888
1584543649228869;0.290888
1584543649328834;0.290888
1584543649431377;0.290888
1584543649532735;-0
1584543649631260;-0.14994
1584543649728728;-0
1584543649828510;-0
1584543649928639;-0
1584543650028483;-0
1584543650130578;-0
1584543650228577;-0
1584543650328409;-0
1584543650428364;-0
1584543650529168;-0
1584543650630413;-0
1584543650728324;-0
1584543650828440;-0
1584543650928248;-0
1584543651028228;-0
1584543651130476;-0
1584543651228199;-0
1584543651328216;0.164943
1584543651428385;0.182938
1584543651528960;0.0599851
1584543651630325;-0
1584543651728291;-0
1584543651828049;-0
1584543651928036;-0
1584543652028247;-0
1584543652130021;-0
1584543652227999;-0
1584543652328265;-0
1584543652431302;-0.164934
1584543652528613;-0
1584543652630184;-0
1584543652727921;-0
1584543652827846;-0
1584543652928206;-0
1584543653027983;-0
1584543653129961;-0
1584543653228004;-0
1584543653327723;-0
1584543653427690;-0
1584543653528578;0.131955
1584543653629835;0.176946
1584543653727679;0.170945
1584543653828166;0.119961
1584543653927746;0.0899731
1584543654027732;0.0569845
1584543654130218;-0
1584543654227593;-0.131946
1584543654328003;-0.014994
1584543654427863;0.290888
1584543654528111;0.290888
1584543654629688;0.257917
1584543654727701;0.242914
1584543654827718;0.260909
1584543654927602;0.245915
1584543655027792;0.188939
1584543655129505;0.0929737
1584543655227345;-0
1584543655327616;-0
1584543655427380;-0.0419816
1584543655528017;-0
1584543655629551;-0
1584543655727472;0.0269964
1584543655827711;0.0599851
1584543655927530;0.125962
1584543656027197;0.170945
1584543656128944;0.0899731
1584543656227597;0.00300058
1584543656327723;-0
1584543656427198;-0.0239869
1584543656528078;-0.131946
1584543656629059;-0
1584543656729692;-0
1584543656827687;-0
1584543656927240;-0
1584543657027171;-0
1584543657129204;-0
1584543657227490;-0
1584543657327840;-0
1584543657427578;-0
1584543657531236;-0
1584543657631585;-0
1584543657727550;-0
1584543657826926;0.0959743
1584543657927409;0.0959743
1584543658027911;0.0929737
1584543658129592;0.0929737
1584543658226827;0.0929737
1584543658327039;0.0929737
1584543658429808;0.197932
1584543658527687;0.197932
1584543658628986;0.176946
1584543658726816;0.137956
1584543658826753;0.131955
1584543658926863;0.131955
1584543659026656;0.00900175
1584543659128737;-0
1584543659226814;-0
1584543659326631;-0
1584543659426566;-0
1584543659527441;0.254917
1584543659628669;0.185939
1584543659726569;0.0929737
1584543659826739;0.290888
1584543659929311;0.290888
1584543660026439;-0
1584543660129113;-0
1584543660226620;-0
1584543660326945;-0
1584543660426800;0.098966
1584543660527002;0.290888
1584543660628752;0.221928
1584543660726576;-0
1584543660826645;-0
1584543660926339;-0
1584543661026644;-0.0509744
1584543661128516;-0.254908
1584543661226293;-0
1584543661326393;-0
1584543661429859;-0.014994
1584543661527272;-0.0449821
1584543661628697;-0.131946
1584543661726165;-0.140948
1584543661826085;-0.0929649
1584543661926285;-0.0359804
1584543662026063;-0.0359804
1584543662128228;-0.0179858
1584543662229607;-0.014994
1584543662326096;-0.0809625
1584543662426372;-0.0839631
1584543662527237;-0.0809625
1584543662628407;-0.0809625
1584543662725909;-0.0209863
1584543662826171;-0
1584543662926078;-0
1584543663029378;-0
1584543663128401;-0
1584543663226258;-0
1584543663325824;-0
1584543663426173;0.140956
1584543663526451;0.203933
1584543663627978;0.200933
1584543663726144;0.161943
1584543663828791;0.0659773
1584543663925932;-0
1584543664025867;-0
1584543664128048;-0
1584543664225654;-0
1584543664325796;-0
1584543664425592;0.098966
1584543664526296;0.143957
1584543664627954;0.143957
1584543664725532;0.0689779
1584543664825739;0.029997
1584543664925982;0.0120023
1584543665025834;0.0569845
1584543665127557;0.125962
1584543665225690;0.137956
1584543665328022;0.137956
1584543665426151;0.0779797
1584543665526228;-0
1584543665627524;-0
1584543665725337;0.0419904
1584543665825475;0.0869726
1584543665925318;0.0599851
1584543666025281;0.101967
1584543666130999;0.131955
1584543666228004;0.125962
1584543666325424;0.0479916
1584543666425547;0.0179946
1584543666525828;0.134955
1584543666627212;0.0719785
1584543666725336;-0
1584543666825114;-0
1584543666925074;0.131955
1584543667027667;0.161943
1584543667130868;0.167944
1584543667225209;0.173945
1584543667325253;0.170945
1584543667424947;0.158951
1584543667525582;0.00900175
1584543667627171;-0.0419816
1584543667725226;-0.158942
1584543667824951;-0
1584543667927873;-0
1584543668025034;-0
1584543668126849;-0
1584543668225078;-0
1584543668325727;-0
1584543668424762;0.0809714
1584543668525549;0.0749791
1584543668626819;-0
1584543668727279;-0
1584543668825347;-0
1584543668925309;-0
1584543669024924;-0
1584543669127936;-0
1584543669224932;-0
1584543669324616;-0
1584543669424987;-0
1584543669525527;-0
1584543669626754;-0
1584543669724778;-0
1584543669825202;-0
1584543669924665;0.0150029
1584543670024905;0.101967
1584543670126400;-0
1584543670224443;-0
1584543670324986;-0
1584543670424476;-0
1584543670525200;-0
1584543670626495;-0
1584543670724565;-0
1584543670824591;-0
1584543670924794;-0
1584543671027226;-0
1584543671126085;-0
1584543671224481;-0
1584543671324261;-0
1584543671424357;0.0719785
1584543671525149;0.0749791
1584543671626020;0.0749791
1584543671724666;0.0719785
1584543671827500;0.122962
1584543671924568;0.134955
1584543672024326;0.134955
1584543672126588;0.134955
1584543672224124;0.134955
1584543672324199;0.188939
1584543672424445;0.221928
1584543672524704;0.0959743
1584543672630357;-0
1584543672724427;-0
1584543672824403;-0
1584543672924082;0.134955
1584543673024105;0.188939
1584543673126303;-0
1584543673224232;-0
1584543673324028;-0
1584543673426527;-0
1584543673524523;-0
1584543673626153;0.0719785
1584543673723792;0.215927
1584543673823761;0.0869726
1584543673923937;-0
1584543674023723;-0
1584543674125866;-0
1584543674223874;-0
1584543674323643;-0
1584543674423625;-0
1584543674524478;-0
1584543674625707;-0
1584543674723566;-0
1584543674823726;0.0120023
1584543674923521;0.107968
1584543675023507;-0
1584543675125779;-0
1584543675223512;-0
1584543675323516;-0
1584543675423630;-0
1584543675524068;0.00300058
1584543675625511;0.179937
1584543675723563;-0
1584543675823341;-0
1584543675923385;-0
1584543676023663;-0
1584543676125344;-0
1584543676223861;-0
1584543676323986;-0.0239869
1584543676423247;-0.236913
1584543676523941;-0
1584543676625551;-0
1584543676723613;-0
1584543676823148;-0.2639
1584543676923324;-0
1584543677023154;-0
1584543677125382;-0
1584543677223319;-0
1584543677323322;-0
1584543677423107;0.176946
1584543677523953;0.137956
1584543677625230;0.0809714
1584543677722988;0.281904
1584543677823170;-0
1584543677923033;-0
1584543678023286;-0
1584543678125477;-0
1584543678223162;-0
1584543678323151;0.029997
1584543678425637;0.188939
1584543678526856;0.188939
1584543678625629;0.188939
1584543678723728;0.188939
1584543678822949;0.15595
1584543678923060;0.083972
1584543679023008;0.0779797
1584543679124723;0.0779797
1584543679222943;0.0779797
1584543679322889;0.0779797
1584543679422964;0.11396
1584543679524334;0.116961
1584543679624758;0.11396
1584543679722710;0.0869726
1584543679823280;0.0869726
1584543679923073;0.0749791
1584543680022590;0.0749791
1584543680124776;0.0659773
1584543680223562;0.0209952
1584543680322490;-0
1584543680422494;-0
1584543680523273;-0
1584543680624161;-0
1584543680722611;-0
1584543680822577;-0
1584543680922458;0.0269964
1584543681022503;0.0269964
1584543681124290;-0
1584543681222303;0.0209952
1584543681322266;0.00600117
1584543681422473;-0
1584543681522871;-0
1584543681624521;-0
1584543681722418;-0
1584543681822107;-0
1584543681922097;-0
1584543682022300;-0
1584543682124180;-0
1584543682222047;-0
1584543682322493;-0
1584543682422260;-0
1584543682522645;-0
1584543682624057;-0
1584543682721972;-0
1584543682821920;-0
1584543682922130;-0
1584543683021885;-0
1584543683123819;-0
1584543683222050;-0
1584543683321852;-0
1584543683421835;-0
1584543683522625;-0
1584543683627326;-0
1584543683724556;-0
