sampleTimeStamp;groundSteering
1584543452367606;-0.290888
1584543452466859;-0.290888
1584543452567832;-0.290888
1584543452668871;-0.290888
1584543452766748;-0.290888
1584543452866922;-0.290888
1584543452966719;-0.290888
1584543453066688;-0.290888
1584543453168498;-0.104958
1584543453266703;-0.0839631
1584543453367198;-0.0779708
1584543453467095;-0.110959
1584543453567284;-0.00299171
1584543453668442;-0
1584543453766707;-0
1584543453866759;-0
1584543453966494;-0
1584543454066654;-0.182929
1584543454168464;-0.18593
1584543454266466;-0.161934
1584543454366634;-0.0809625
1584543454469117;-0.0689691
1584543454567279;-0
1584543454668950;0.290888
1584543454766329;-0
1584543454866509;-0
1584543454966475;0.0479916
1584543455066314;-0
1584543455168328;-0
1584543455266554;-0
1584543455366211;-0
1584543455466260;-0
1584543455567002;-0
1584543455668270;-0
1584543455766136;-0
1584543455866273;-0
1584543455968670;-0
1584543456066316;-0.110959
1584543456168282;-0.191931
1584543456266189;-0.191931
1584543456366365;-0.290888
1584543456466393;-0.290888
1584543456566688;-0.290888
1584543456668278;-0
1584543456769112;-0
1584543456866199;-0.251907
1584543456966265;-0.200924
1584543457066507;-0.206925
1584543457168052;-0.290888
1584543457266219;-0.290888
1584543457366219;-0
1584543457465981;-0
1584543457569316;-0
1584543457669335;-0
1584543457767725;0.0150029
1584543457866215;0.239922
1584543457966470;-0
1584543458065650;-0
1584543458168268;0.0209952
1584543458265903;-0
1584543458370468;-0
1584543458467577;-0
1584543458566725;-0
1584543458667749;-0
1584543458765587;-0.0899643
1584543458865735;-0
1584543458965677;-0
1584543459065698;-0
1584543459168236;-0
1584543459265525;-0
1584543459365434;-0.0329798
1584543459465649;-0.290888
1584543459566374;-0
1584543459667962;-0
1584543459765712;-0
1584543459865612;-0
1584543459965485;-0
1584543460065742;-0
1584543460167882;-0
1584543460265423;-0
1584543460365708;-0
1584543460465416;-0
1584543460565957;-0
1584543460667674;-0
1584543460765298;0.0599851
1584543460865480;0.161943
1584543460965628;-0
1584543461065207;-0
1584543461167894;-0
1584543461265476;-0
1584543461365286;-0
1584543461465213;-0
1584543461566174;-0
1584543461667877;-0
1584543461765335;-0
1584543461865569;-0
1584543461965168;-0
1584543462068069;-0
1584543462168497;-0
1584543462265025;-0
1584543462364915;-0
1584543462465109;-0
1584543462565532;-0
1584543462666979;-0
1584543462764996;-0
1584543462867550;-0.0509744
1584543462964802;-0.0509744
1584543463064974;-0.0449821
1584543463166867;-0.0899643
1584543463264699;-0.0929649
1584543463364982;-0.0929649
1584543463464762;-0.155942
1584543463565343;-0.182929
1584543463667012;-0.182929
1584543463764635;-0.182929
1584543463864661;-0.182929
1584543463964922;-0.182929
1584543464064810;-0.182929
1584543464166828;-0.182929
1584543464264723;-0.182929
1584543464364582;-0.182929
1584543464464523;-0.18593
1584543464565304;-0.18593
1584543464666645;-0.18593
1584543464764437;-0.18593
1584543464864622;-0.18593
1584543464964397;-0.182929
1584543465064380;-0.0689691
1584543465166691;-0
1584543465264372;-0
1584543465364316;-0
1584543465464480;-0
1584543465565009;-0
1584543465666300;-0
1584543465764433;-0
1584543465864200;-0
1584543465964269;-0
1584543466064438;-0
1584543466166181;-0
1584543466264474;-0
1584543466364352;-0
1584543466466716;-0
1584543466565392;0.188939
1584543466666342;-0
1584543466764146;-0
1584543466864127;-0
1584543466964464;-0
1584543467064064;-0
1584543467166158;-0.125954
1584543467266727;-0
1584543467364198;-0
1584543467464008;-0
1584543467564932;-0
1584543467666037;-0
1584543467763923;-0
1584543467864085;-0
1584543467963994;-0
1584543468066906;-0
1584543468166306;-0
1584543468264023;-0
1584543468364228;-0
1584543468464186;0.00600117
1584543468564750;-0
1584543468666450;-0
1584543468764824;-0
1584543468867727;-0
1584543468967855;-0
1584543469064068;-0
1584543469165749;-0
1584543469263576;-0
1584543469363937;-0.22492
1584543469463985;-0.179929
1584543469564442;-0.179929
1584543469665784;-0.227911
1584543469763484;-0.248906
1584543469863820;-0.248906
1584543469964016;-0.248906
1584543470063698;-0.245906
1584543470165486;-0.248906
1584543470263789;-0.245906
1584543470363552;-0.245906
1584543470466912;-0.245906
1584543470564582;-0.131946
1584543470665720;0.0779797
1584543470763487;0.212926
1584543470863448;-0
1584543470963454;-0
1584543471063258;-0
1584543471165702;-0
1584543471267004;-0.0839631
1584543471363153;-0
1584543471463322;-0.0629768
1584543471563756;-0.182929
1584543471665214;-0.18893
1584543471763225;-0.18893
1584543471863051;-0.18593
1584543471963048;-0.18593
1584543472065684;-0.18593
1584543472165385;-0.18593
1584543472262911;-0.18593
1584543472363344;-0.18593
1584543472462868;-0.14994
1584543472563537;-0
1584543472665149;-0
1584543472762835;0.0569845
1584543472862921;0.0479916
1584543472962963;-0
1584543473062796;-0
1584543473164908;-0
1584543473262967;-0
1584543473362883;-0.0419816
1584543473462700;-0.233912
1584543473563537;-0.14994
1584543473665039;-0.0839631
1584543473762726;-0.158942
1584543473863216;-0.125954
1584543473963402;-0
1584543474062700;-0
1584543474164988;-0
1584543474263198;-0.0419816
1584543474362797;-0.254908
1584543474462748;-0.290888
1584543474563364;-0.254908
1584543474664522;-0.251907
1584543474762755;-0
1584543474862519;-0
1584543474965072;-0
1584543475063204;-0
1584543475164061;-0
1584543475262448;-0.248906
1584543475362599;-0
1584543475462441;-0
1584543475563252;-0
1584543475664434;-0.191931
1584543475762419;-0.2609
1584543475862504;-0
1584543475962632;-0
1584543476062460;-0
1584543476164056;0.212926
1584543476262484;-0
1584543476362469;-0
1584543476462546;-0
1584543476563323;0.290888
1584543476664022;0.179937
1584543476762739;0.278903
1584543476863339;0.197932
1584543476962186;0.0209952
1584543477062066;-0.0749702
1584543477163920;-0.0749702
1584543477262170;-0.215918
1584543477362119;-0
1584543477462240;-0
1584543477562902;0.290888
1584543477663782;0.290888
1584543477762171;-0
1584543477861987;-0
1584543477962101;-0.0719696
1584543478062091;-0.191931
1584543478163477;-0.158942
1584543478261821;-0.158942
1584543478362190;-0.152941
1584543478462013;-0.14694
1584543478562566;-0.128954
1584543478663823;-0.128954
1584543478762065;-0.0179858
1584543478861754;-0
1584543478962463;-0
1584543479061764;-0.0269875
1584543479163624;-0.158942
1584543479262305;-0.179929
1584543479361672;-0.176937
1584543479461943;-0.194923
1584543479562695;-0
1584543479664422;-0
1584543479761699;0.290888
1584543479861749;-0
1584543479961927;-0
1584543480061721;-0
1584543480163788;-0
1584543480261644;-0
1584543480361442;-0
1584543480461594;-0
1584543480562030;-0
1584543480663453;-0
1584543480761564;-0
1584543480861314;-0
1584543480961295;-0
1584543481061487;-0
1584543481163322;-0
